tweet,label
"Don't know Shaun King but this might be an example of a person's opinion evolving during a global pandemic politicized by a mask no mask debate, national unrest due to systemic racism &amp; daily brutality &amp; killing of Black men &amp; a leader that is disinterested in it all.

I get it.",2
"Remember Paulding Co. Ga? When a HS teacher asked kids to wear a mask SIX out of 80 did! The rest made fun of the TEACHER for wearing a mask! #WearADamnMask! 
""Kids may be more vulnerable to Covid-19 than initially suspected""  https://t.co/vXff3BREDx",0
Which would mean every day we stay in doors hiding and wearing masks every where we go will prolong our recovery from COVID 19. Also protecting ourselves this way is bringing our immune system down which will hurt us in the recovery process also taking more lives. EVIL,1
"Star Date 08112020
Log entry 148
Day 113 since onset of symptoms 

Walk: 3.53 miles

Health: Good
#mask #doctorwho #postcovid19 #postcorona #nerd #nerdyboy #goth #gothboy @ Gilroy, California https://t.co/Z7Cng1mQGI",2
"Tammy: This pandemic is great!
Zeke: My grandma died! How is it great?!
Tammy: It's great because it gives so many more opportunities to accesorize! This Moula Dinero mask! These bedazzled latex gloves! I'm making fashion statements with almost every part of my body!",1
"#WakeUpPinoy

#Agenda:
#Mask = #Faceless #Genderless
#SocialDistancing = To #DivideUs = No #Unity = No #Protests to voice #Dissent
#COVID19 #Vax = #ContactTracing = #FiveG 24/7 #Surveillance
To make us #Pawns

#Think:
#BlackMirror S3 ep1 #Nosedive
#HungerGames
#AWrinkleInTime
#AI",2
"Such a class act, release Prisoners instead of providing them masks but want to charge tax paying citizens with attempted murder, Shamefulhttps://www.theblaze.com/news/nashville-councilwoman-wants-attempted-murder-charges-for-people-who-dont-wear-mask-pass-on-covid-19",2
"If you can’t comprehend the difference between the morons protesting masks during a pandemic and people protesting police brutality while mostly wearing masks, you’re hopeless.",2
Hey Two scoops!  You see that report from the American Academy of Pediatrics where AZ is #1 in child Covid cases per capita and #3 over all!?!?  But you’re not mandating school opening metrics or masks?  Pass the buck Ducey.,0
"All the mask Nazis wearing their ventilated N95 masks for months spewing COVID into the air around them because they couldn't pass their 7th grade Science class....then comes August says they shouldn't be worn, but until the media tells them, they will continue killing grandma.",0
Maybe you should be tweeting about telling people to  use masks on The TTC or how to wear them properly In the middle of a pandemic instead of this piece of non I formation.,0
"...866 student athletes testing positive for covid19 in georgia stop w/ the push for football...push for mask 😷 wearing...w/ 2,439 new cases reported for 8/10...w/30 deaths in ga it’s ludicrous...137 deaths just reported for today, new record high...😳",0
"Guests can stay overnight at the Blockbuster store in Bend © AirbnbWhile at the store, guests who book should adhere to COVID-19 safety guidelines around wearing masks and social distancing in a public space. #Travel https://t.co/POvyco7Xn2",0
"How about we put the same amount of focus on lowering the “cases” of abortions that we do on Covid?

Advice for women: Don’t be a ho-bag. 
Advice for men: Wear a mask...errrr condom...to protect others from getting sick...errrr...pregnant.

Brilliant!",2
"Our thoughts are with fellow Bendigo broadcaster, Pheonix FM, who have had to close their studio complex (temp) due to a covid 19 case. Please keep safe, wear your mask and only go out for the Four reasons permitted. KLFM, your Official Emergency Broadcaster has Hourly News 24/7.",0
"😂😂 Now see if your tiny brain can count the masks in the pictures I provided if the half-wit, pro-pandemic Republicans.",2
"@PatUnleashed @KeithMalinak #PatHeads #PutThatInYourPipe #PatMob @JeffyJFR 
The so-called experts, CDC, still can't get it right on mask!!

'Avoid wearing coronavirus face masks with vents, valves, CDC says in updated guidance.'

https://t.co/3s71cYZTH1",2
"Watching @CriticalRole episode 30 (from over 1y ago), with visitors in the house they decide to not wear masks! Hopefully @matthewmercer won't have covid be a thing inside his world...",2
"DEAR COVID

I’m done with your LIES &amp; EXAGGERATION.

I’m done with your SCARE TACTICS &amp; MASK MANDATES. 

I’m tired of THREATS that I’ll DIE if I leave the house or hang out with family &amp; friends.

You’re an ABUSER and I refuse to live in FEAR.

WE’RE THROUGH.

#Coronapalooza 🦠🎪",1
"I’m a healthcare worker, why was there a shortage? We could make a million or more masks a day... we didn’t. If an airborne outbreak is so important then masks should have been aggressively mandated at the start, we didn’t. This virus is not as dangerous as once thought. Open up",2
Can the viruses clinging to the mask threads ever be breathed in by the wearer. How many parts per million are safe or allowed in and on the mask threads to be deemed safe by the Ministry of Heslth? How many viruses on and in a mask can hang on for how long? Got any answers?,1
"These are the newest who guidelines.

June 8 ""In areas with widespread transmission, the WHO advises medical masks for all people working in clinical areas of a health facility, not only workers dealing with patients with COVID-19"" - WHO Director General Tedros Adhanom",0
"Because I don’t believe in masks, and I haven’t bought into the covid propaganda, I was just accused of being a racist and a bigot. Not even worth engaging with that crap.",1
"Yes but with a virus that has incubation period of 2 weeks where you show no symptoms or fully asymptotic, + on top of everyone is walking around untested, we don't know who has it or not, which is why they want folks to wear a mask indoors or crowded areas",0
"The day after a negative covid test, in open air w/ no one but close friends around... This isn't scandalous to me.

Where I live, cases started dropping after a mask mandate was put in place. They work.

Look, you're not gonna change my mind. I'm not gonna change yours. Move on.",0
"Face shields don't work as well as masks, but they do help prevent the spread of COVID. Face shields work best when preventing you from getting COVID (covers eyes, nose, mouth, somtimes even ears). Masks (Non-N95) stop you from spreading spittle and mist possibly having COVID",0
"My job is very cool sometimes. Tonight I produced an interview with @cherylwillsny1 and hip-hop legend @RealDougEFresh on @NY1. In his new song, ""Behind the Mask,"" the Harlem-native urges New Yorkers to prioritize their health during the pandemic https://t.co/DnbkFXjRm8",2
"that's great, stay safe, stay healthy, don't forget to always wash ur hands, and wearing mask is the main point. I hope the pandemic will end soon ._.",0
"Here is the recent study about masks we wear. According to the study wearing neck fleece mask is worse than wearing no mask

#COVIDー19 
#mask",1
"China should release covid-19 medication, the secret has and is almost being discovered. They have sold enough ppe's, test kits and face masks. I believe they have enough stocks to supply entire world
 #RussianVaccine",2
"The biggest TICKET of CORRUPTION, nadas to be proud of, your a joke, HARRIS will be the PRESIDENT &amp; you’ll be home , like a BULLY, Scared of COVID. Wear a MASK or live in HYSTERIA, like you already DO, fricking worst TICKET ever, HARRIS not well liked!!!",0
#Tweeps @Twitter She’s (they’re) still at it. #QAnon #lies #disinformation #conspiracytheory #Covidiot #antimaskers #cult,2
"They will make every fcuking reason to not wear a mask in matters pertaining to Lockdown, Corona, Health and Hygine. 
Now each of these cowards are in masks. They know their priorities.",2
Been wearing a mask since fucking March. These #covidiots are content to stress the medical system and put their neighbors at risk because they are cunts. I think governors local leaders need to do something about this before there is real violence. @GavinNewsom @nathanfletcher,0
When the simple comply to wearing a mask when there is no invisible Covid-19 in NB. These same simpletons are being groomed for a vaccine. Russia has one. Bill Gates must be pissed he can’t inject his chipped vaccine in your body.,1
"Let`s hear from Dr. Scott Adams of Trumps corona virus task force about masks....
https://t.co/Ef7NvJsZ8u",2
That cloth mask has absolutely no filter or protection from viruses! Why didn’t he run in a N95 to prove his point? Instead he chose the most ineffective thing to prove. More junk science taken as legitimacy.,1
"Good Morning 🌹🙏 ശുഭ ദിനാശംസകൾ 
Have a nice and safe day 🌟🛍️💯
📲 Use Soap &amp; Mask and keep Social Distance to break the chain and fight against Covid19 
__________________________________
Like, Follow, Tag and Support… https://t.co/BuC1QKvY6Q",0
"📷 Good Morning 🌹🙏 ശുഭ ദിനാശംസകൾ Have a nice and safe day 🌟🛍️💯 📲 Use Soap &amp; Mask and keep Social Distance to break the chain and fight against Covid19 __________________________________ Like, Follow, Tag and Support Us @sbtrendzonline Online... https://t.co/XSQUK7MVb6",0
"First of all, Governor's cannot make LAWS!

Secondly, a virus is NOT CONTAGIOUS

Thirdly, GO FU$K YOURSELVES!!!

DO NOT TEST
DO NOT COMPLY
DO NOT MASK
DO NOT VACCINATE
https://t.co/XmK0qmt1FP",1
"I’m far removed from the undergrad scene to know what’s going on , but all I see is videos of these freshmen with their Covid mask on fighting .",2
"Testing for Covid-19 is important.  But, a person may contract it 2 minutes after a test. That’s why prevention matters most. What’s the mask enforcement plan?",0
"Dozens of mostly maskless anti-lockdown protesters turned out in Arizona as the state’s COVID-19 numbers surge https://t.co/aLoCf1IZqR 04
#BeCounted",2
"If a doctor is standing over an open wound, and a droplet of saliva falls from the doctor into the wound...not good! Masks don't do dick against virus's!  Read the article.  It's written by doctors.  Enlighten yourself!",1
"Here is a better quality mask, make &amp; model vs 2 micron particles 👇

https://t.co/RKbURsZlxh

C0r0navirus is 0.06 - 0.14 micron in size. Even an N95 mask won't hold up.

If masks are made mandatory, can NZ really supply enough quality 0.05 micron masks at an affordable price?",2
ONLY Kansas counties with mask mandate show steep COVID-19 drop. And they are the most densely populated counties! #Science https://t.co/HRg8VSiWyX,2
"I smell faux superiority through Nationalism. If this pandemic has taught us anything, it's that we are all members of the same human species. Co-existing on the same planet. Delusions of capitalism and nationalism are a liability. Freedom to nor wear a mask? That's ignorance bro",0
"First of all, Governor's cannot make LAWS!

Secondly, a virus is NOT CONTAGIOUS

Thirdly, GO FU$K YOURSELVES!!!

DO NOT TEST
DO NOT COMPLY
DO NOT MASK
DO NOT VACCINATE
https://t.co/XmK0qmt1FP",1
"This is laughable at best. 95% of the argument is based on very short term use. Not for long periods. The droplets used from a sneeze, are significantly larger, than that of a so called virus. The masks are ineffective.",1
"Wearing masks, and isolation is what is delaying herd immunity! You are all getting played by the Evil people, that spread this virus world wide for POWER and GREED!",1
"“Hey now, you’re a Trumpster, take your mask off, get played” @smashmouth @SturgisRally #COVIDIOTS #sturgis #MAGAMORONS #methheads",2
"we have visited family in states not our own monthly.  We’ve visited friends, maskless on a weekly basis since the end of March.  In my state I know very few have become unemployed b/c of COVID. Mostly b/c it isn’t an option.",1
"Dear God, the # of ignorant idiots replying 2 your message with nonsense about masks killing you or losing that much hair is NBD is shocking. I should be used to the insanity by now, but nope. Still shocked.

I am incredibly sorry about both the COVID-19 &amp; the trolls. Stay strong",0
"Well THAT dude is straight up crazy:

Tech millionaire arrested after wearing lacy thong as coronavirus mask in Norway https://t.co/jfjmRtRypa",2
Trump say he dozen want to wear a mask but he wearing one he told other not to but they got sick from covid 19 cuz he didn't believe wearing a dam mask now wtf,2
"Neither does covid well over 99% of the time. In fact, the mortality from covid is similar to the flu, but nobody become a mask nazi for flu, or cancels school, or shuts down economies. Bunch of chicken littles. Before you pontificate, yes, I had covid in April. Not that bad",1
"Czech Republic Pandemic Grinch I Wear A Mask Because I Want To Live And Work At Lowe'S Vintage Retro T-Shirt . Was started by two young freelance graphic designers and longtime friends, Eddy_cz and Mishan D. https://t.co/xH77igDZ1r",0
"Just wear a mask.  A minor inconvenience for you means fewer chances of spreading a possibly fatal virus.  Grow up anti-maskers.

Anti-maskers blame medical conditions, but doctors say it's no excuse - Business Insider https://t.co/sNTzTtIzHy",0
Lol you’re making things up in your head. No where does it mention 10 per room. Obviously they don’t have phones. 😂 do you get a free phone illegally crossing into the u.s? They do have mask to give them safety from the China virus,2
"Heart issues are 2 to 9 times worse with covid then flu. Add in blood clots.  Because idiots refused to wear masks nastiness thar was in TX spread . It isn't just players but coaches and staff. Even if they played they will be at parties, big ones . Unless they were bubbed.",0
"Really tired of the anti-mask crowd &amp; deniers complaining about college football being cancelled. If anyone is to blame for NCAA football being cancelled, it is the ones who were calling the virus a common cold in March, who objected to masks, &amp; who pushed phony miracle cures.",0
"I fear it could go something like this:

Moderator: What must we do to control COVID-19?

Kamala: Follow amelioration recommendations documented by WHO and the CDC. Everyone must do their part.

Pence: Fake News! Masks are for wimps!

MSM headline: Pence Wins Debate.",2
"Trump knew about Covid on January 1, 2020. The first case was recorded on January 7, 2020. Trump didn’t take action until April. And still he didn’t do anything, he didn’t do his job and told Mayors and Governors to do his job. He said wearing a mask was optional",0
"A study explains why using a mask will lead to milder, often asymptomatic, covid by significantly reducing the viral load. 
https://t.co/0rO0Pawkb2",0
"Hello, wearing a mask isn't going to protect you against a virus. It might help protect others from you, but not the reverse.
Cleaning your hands often is the best you can do.",1
"Faith is what. Belief in something not seen, right? Well maybe people have more faith in this virus than they do In The Almighty God. He told us to put our hands on the sick and get close to those in need. SO SOCIAL DISTANCING AND MASKS ARE WHAT? A lack of faith in #JesusChrist",1
"have to pull your mask down and scream at the top of your lungs to get someone’s attention, why wouldn’t you use the walkie talkie? ma’am idk if you’re aware but we’re going through a GLOBAL PANDEMIC. the masks are there for a reason. the walkie talkie is there for a reason. the+",0
"Why watch if not happy? This is a Soap Opera aka known as ""Reel"" make believe NOT ""REAL"" as real life. Yes GH etc are practicing guidelines in place &amp; wear masks when not shooting a scene. Since Covid wasn't addressed on GH (yet) it wouldn't make sense to show the Ball online.",2
"We request everyone to follow Covid guidelines like ‘Physical Distancing, Wearing a Mask and Washing Hands Frequently’ during the celebration of Janmashtami.

In case of an emergency situation, #Dial112 and get quick assistance.

#HappyJanmashtami #PunjabFightsCorona",0
"JJ and friends won't bother
-wearing masks
-supporting states in their struggle against the pandemic
-making sure that safety for students is the number one priority

JJ and friends will
-allow for increased water and air pollution
-cheer for the sabotaging of the USPS",1
"@Wawa Can you please make your employees wear their mask over their nose? And not take them off to talk to people? At least try to take covid seriously, ffs.",0
"Careful of the new pc virus running a muck  Karachigotcha2.1, it appears to only affect Zoom meetings and those who wear masks 😷

https://t.co/CFPLGksO6W",2
"Thanks; need to find the pic of the masks packaging too, where it says “don’t use these as protection in a pandemic incl against Covid”.... ugh, fu€k this sh!t.",1
"How Schools Can Easily Become ‘Superspreaders’ of COVID-19 Experts say schools need to implement safety precautions such as mask wearing and staggered class schedules to reduce the risk of COVID-19 spread.

(Feed generated with FetchRSS)",0
"It isn't that. By not wearing a mask you're putting others in danger, thereby causing more cases, thereby prolonging the COVID-era",0
These fake add people don't even care about human trafficking that's why they share memes of it directly correlating to a covid 19 mask cause to them wearing a mask isn't saving a life. They are fake as fuck  share your meme but don't share links to help combat it fake ass.,0
"Yes guys football is starting to get cancelled. I’m starting to think this whole fake hoax made up virus might be a smidge real? Nehhhhhhhh keep partying, gathering, and complaining about wearing masks, YOURE OBVIOUSLY RIGHT! This is THE best hoax ever! Wait, is it? 🤪🤪🤪",0
I have a classmate that is so aggressively anti-mask and thinks COVID is a hoax so much that I genuinely fear for her patients. So I did what any sane person would do and reported her stupid ass to HR.,0
"‘It’s Real, It Is Serious’: State Rep. Tony Tinderholt, Who Criticized Texas Mask Mandate, 1 Month Into Coronavirus Recovery https://t.co/wmk9j5Rz9M",2
"Taken from https://t.co/hiri0EpB0C website. How are teachers being protected at work when some will even be teaching  students who don’t have to wear masks and not enough room to distance ? Children can spread covid, not just adults.",2
"Lady it’s completely normal for little kids to wear masks in our countries we wear them every winter forget the whole COVID thing, we wear em whenever we catch a cold on daily basis it’s completely normal",0
📷 have a nice day! #maskedbunotsilenced #maskisamust #pandemic #lockdown #covid19 #virus (at Philippines) https://t.co/4t18dhcPJS https://t.co/vUMhuYVKGu,0
"Previous vaccines and masks may hold down COVID-19, some researchers say - https://t.co/KEC8rhjjAv https://t.co/FrJWgmIced",0
"COVID-(Certificate Of Vaccination ID)
Proof of vaccination before
you can go back to work,
get on a plane, visit another State, get into stores, Etc.
The masks show them how many will ir wont fight back
Can this get any clearer?
Take your damn masks off!",1
"I hate the fact that if America makes it out of this pandemic, anti maskers who didn't get covid will have an ""i told you so"" attitude and wont shut the fuck up about it",0
"Making a semi-comprehensive thread on masks for a reference to share with anyone that has doubts or wants to know more #COVID19:

Surgical masks in preventing spread of various (non-COVID) viruses: https://t.co/BIHbnW0nz1
Conclusion: surgical masks reduce spread of viruses 1/15",0
"Effectiveness of hand washing and N95, surgical, cloth mask in fighting COVID-19:
https://t.co/GUcBa5RBmT
Conclusion: all means are 90%+ effective at killing the virus (washing) or blocking its spread (masks). The cloth mask was 4 layers of ""kitchen paper"" + 1 layer cotton. 6/15",0
"Epidemiological study on the effectiveness of face masks in Hong Kong at preventing spread of COVID-19:
https://t.co/tRZ3KquBX2
Conclusion: 96% of the population wearing masks was very effective at slowing/preventing its spread 7/15",0
"Distribution of IEC Materials on VAWC awareness and COVID-19 safety tips to the residents of Brgy. Dangoy. Said personnel also explained the municipal ordinance regarding the mandatory wearing of face mask.
#TeamPNP
#PNPKakampiMo
#WeServeAndProtect",0
"$1.5 MILLION FACE MASK: Fashion brands around the world are taking on designing face masks during the coronavirus pandemic. But one company says it is working on a mask that is be the most expensive one in the world. 

Would you wear a $1.5 million face mask? 😷",2
"https://t.co/VBRtvVockk

🔥Protect yourself against COVID‼️🔥
Order your COPPER mask now‼️
To order just click the link above

Thank you 😊 

🔥Copper Mask

💯💞- Packing: 1pc CopperMask Antimicrobial Film with 10pcs Non-Woven Fabric Filter
💞💞- 1Box can be use for 30 days",0
"BREAKING. Weeks after blaming his mask for giving him COVID, Congressman @LouieGohmertTX1 breathes a sigh of relief as he realizes he may no longer be America's dumbest congressman.",2
Masking against COVID-19 - a little consensus: https://t.co/z8SYAUEZrt #EDS #HSD #MCAS #spoonies #COVID19 #fibro #ME #CVID #illness #immunology #hypermobility #pandemic #ChronicIllness,2
"If only they would understand that the mask doesn't protect them from getting covid. It protects me from getting it from them. Anti-mask is pure selfishness. Unless they truly have a health issue making wearing one impossible, it's just selfishness. Period.",0
"COVID_19: Dr.Karthik.R discuss When to quarantine? How to home quarantine? How to prevent community spread ? Dos and don't during the home quarantine period. https://t.co/nCGb4QBHpX
#COVID19vaccine #coronavirus #HomeQuarantine #SocialDistancing #mask #stayhome #staysafe",0
"Yes, I’ve seen the plume photos. Don Milton at the University of Maryland (one of the three speakers in the video I linked for you) is studying the effectiveness of many types of masks used by the public in blocking COVID. The results should be very interesting.",2
"kids face mask by dalDesignNZ
#facemasksforsale  #facemask  #COVID19 #COVID__19 #Corona #CoronavirusPandemic #CoronaVirusUpdates #covid #giftideas #COVID     #StaySafe #kids #KidsLivesMatter 

https://t.co/k3l4x7pwMu #findyourthing #redbubble",2
"Some safety measures have been imposed on the attendees to prevent corona:  
- Check the temperature upon entry Masks and disinfectants are present all the time 
-Sporadic arrangement of seats 

And he/she expect every team to have 700 chairs.

Cr. @ xllfy1",0
I’m sorry if you think keeping your mask on while you go hang out with your friends is saving lives you’re still part of the problem. Covid doesn’t stop for peace of mind,1
She admitted she was too thick to operate the covid ap.  She mocked people for wearing masks. What would be the point of consulting with someone so ignorant about this virus?,0
Tried to look up guidelines at WHO &amp; CDC for how long to wear a mask in a room after a COVID infected person passes through and couldn't find any tonight.,2
Damn near everyone in LA was wearing a mask and the numbers went up anyway. Very few in Sweden wore a mask and the virus is basically extinguished there. And you’re not taking into acccount built in immunity that other countries like China may have.,1
"So someone wearing a mask under his nose, passing a dozen people at 6’ apart will kill thousands. But thousands of protesters, a large number NOT wearing a mask can’t spread Covid. 

Are you really this ignorant of a fool? Or do you just play one on tv?",2
the reason i can't get corona is bc my brother has severe asthma attacks and has been hospitalized multiple time and almost lost his life it's really annoying to see my irls and influencers not social distancing just wear y'alls fucking masks i don't want my brother dead.,0
We just peacefully protest when stepping outside. Let’s us bypass the masks and covid doesn’t seem to spread when many people gather in large groups to torch entire cities 🤷‍♂️,1
"Here are some funny, cute, and honestly important tweets about being a decent human being, aka wearing a mask to help prevent the coronavirus from spreading! https://t.co/H5VOMoxPKQ",0
Good to see Adults doing the RIGHT thing! Lives cannot be replaced! Football 🏈 &amp; Money can! Hard as it is on USA 🇺🇸 until we’re all “United” it’s just going to be a domino effect! #MaskUpAmerica #COVIDー19 is Real! Don’t be the next @realDonaldTrump @BetsyDeVosED @VP dead victim,0
"I’ve told my kids from the beginning that corona is fake, and they don’t have to wear a mask. I have never worn a mask in front of them, and they have had birthday parties with friends, hung out with friends, and gone to stores with me.",1
"Some distant family held a no mask, no distance wedding for their eldest daughter.  I saw the photos of people partying on the dance floor and normal wedding party poses online and worried about the obvious pandemic risks! 

Yes, several have now tested positive.",0
"Conversely, my nephew and his fiance went to a justice of the peace on a Tuesday afternoon wearing their masks and exchanged vows.

Covid-19 was not an uninvited guest at their ceremony. 

The party can wait.",2
"New Zealand: *after 102 days of no cases, gets 4*
America: *has 5,064,171 cases as of today, 08/11, according to the cdc*
Yea, we definitely can't handle a pandemic....
#WearAMask",0
"#IndiaFightsCorona
 
While using a public transport to travel, make sure you wear your face-cover/mask and carry an alcohol-based hand sanitizer with you. 
 #TogetherAgainstCovid19",0
Are you talking about your body being at home or what do you mean here? Cause this pandemic is a public thing. You don't have to wear a mask at home.,2
I agree. I guess if you’re walking around without a mask you have greater chance of spreading COVID if you have it and don’t know it.,0
"no insurance (no effective treatment once you have covid), no speed limit (people not social distancing, wearing a mask, gathering in large groups), no policing of drivers (no accountability for breaking guidelines or reckless behavior) (6)",0
"Understandably so. Some may argue that we must vote for Biden because he’ll do more about covid than Drumpf did. However, again, it’s too late for that. Those who don’t want to wear a mask still won’t. Social distancing still won’t happen. There’s no good reason to vote for Biden",0
"#VarietyStream tonight! Helping @GodzjadedSnipe1 get through Corona! 
#twitch #gaming #gamer #twitchstreamer #streamer  #twitchtv #twitchaffiliate #videogames #pc #game #streaming #pcgaming #wearamask

https://t.co/EEYxGK57X7",2
"Love this!! So many great artists on here 😍 I started out making Disney Ears, but once covid hit and the parks closed I switched to making face masks. Give me a follow and check out my Etsy page 🥺💖 https://t.co/E5UGgpz1xU",2
in the song new magic wand i think it’s really irresponsible of tyler to say “no need for masks” when we should all be doing our part during this pandemic,0
How does a mask mandate in a pandemic with no vaccine equate to communism. If we did it earlier and people weren’t stupid way may not be where we are today.,0
How we are coping with Covid19. Birthday week beers from garageproject and home made mask making from our kids old tees. https://t.co/nSL3so8kMP,2
"Well aside from the main guidance being 3 layers of fairly tightly woven cotton like a poplin with possible melt blown filter pocket... for Effective dIY masks, A recent study showed knitted gators actually refine spittle into smaller mist that carries more virus father",1
"Scientific evidence is clear: Social distancing and wearing masks help prevent people from spreading COVID-19, and masks also protect those who wear them. https://t.co/IvuVXeytos",0
@bobbybonesshow @sznraymundo @RadioAmy @RadioLunchbox @ProducerEddie @webgirlmorgan @mrBobbyBones would like to send y’all some mask lanyards from my daughters lemonade stand as well as some Covid 19 survival bracelets 😉lmk!,2
@realDonaldTrump @Mike_Pence @GregAbbott_TX @DanPatrick @KenPaxtonTX  ya'll better listen to DOCTOR Persse. DON'T LET US BECOME COMPLACENT ON COVID PRECAUTIONS! He said masking is working (cough @tedcruz). If we do more people will die! So with the Heals act add #MailInVoting,0
So many parents here got so mad about an “anti masker opinion” I hope they all realize that the science on Covid 19 is constantly changing and that the “experts” that they are citing aren’t 100% either about transmission and the effectiveness of masks.,1
"https://t.co/x9kC5JAXSq

Mask lowering by Corona warriors,public,private,at points,workplace,talking on mobile,in cars,etc is more common now. Many taking corona lightly.
Now ,they are risking or if affected,spreading corona. https://t.co/LSZ9nTeekg",2
"So while it is an interesting review, it does not disprove the use of masks in reducing transmission of coronaviruses. The media release from the CDC links to two studies directly on effectiveness of masks in reducing COVID-19 transmission.",0
"I didn’t say blame him for Covid. His leadership during Covid has been complete shit. From the mask fiasco, to limited testing, to blaming testing for positives, to blaming China, to recommending drugs that don’t work for treatment of Covid, to having a terrible 1st stimulus etc",0
PLEASE wear a mask people and socially distance. We need to do this so we can get this virus under control so we can have our lives back.,0
The Plan: stop wearing a mask and social distancing so the cornonavirus pandemic gets so bad that the rest of the power 5 conferences cancel their seasons and thus putting them on equal ground with the B1G.,0
"Our latest review on  ""Face Masks in the New COVID-19 Normal: Materials, Testing, and Perspectives"" published in Research!
https://t.co/Gi7SZLMZqJ 
#COVID__19 #mask #enhancinglives",2
not the republicans on facebook asking why people don’t wear masks during flu season and asking if we would take this as seriously if it wasn’t called a pandemic... 😭😭😭😭 not that 😭,2
"Sturgis motorcycle rally attendees lounge in bikinis, pack into bars, and mock mask wearers: 'It's like COVID does not exist here' https://t.co/4JPHZXjSkc via @Yahoo",2
"If only they would understand that Covid hasn't been as bad as predicted because....we've been sheltering in place, washing our hands and wearing masks!",0
"@natalietran 

If birds had ears, they would all be wearing mask. Do your part to stop the spread of COVID 19.",0
"DeSantis belongs in prison.  Old people will die soon anyway.

Lie &amp; spread the virus during spring break so businesses get their money.

Delete the virus database &amp; stop reporting deaths.  No masks, schools to open.  I wish every Trumper would move to FL. They’d be contained.",0
"Trump was briefed on Jan 18 by HHS. WHO issued a warning on Jan 31. Trump has continued to waste wks/months to control the virus. He still needs to:

Issue a nationwide mask order

Strategic plan around testing/tracing

A way to isolate the sick

Get enough PPE to the frontline",0
Many parents from this comment section got so mad about an “anti masker opinion” I hope they all realize that the science on Covid 19 is constantly changing and that the “experts” that they are citing aren’t 100% sure either about transmission and the effectiveness of masks.,2
And the “just masked up” and distanced is just not where the science is taking us. The virus is going to virus either a slow burn or a rapid one. We can simple try and protect and respect high risk folks and use common sense hygiene.,2
"My grandma died of COVID-19 last week. She hadn’t left the house since march. We couldn’t even go to india for her funeral. Not sure what’s so difficult for people to understand. Stop partying, wear a mask and take this seriously!!!",0
"oakland the hub of covid and i still don’t know nobody with it???? and i live here?????

...ima still wear my mask and quarantine and social distance tho 😷",0
"in the age of #covid19, 
people who dont wear a mask when out are not just showing DISRESPECT for others...
but DISRESPECT and LACK OF SELF-CARE for themselves.",0
"Today at home, alone, I scared myself a few times when I sneezed without a mask on—because I worried I would catch COVID...

Am I the only one in this completely nonsensical boat of neuroticism?",2
I love your idea.If I ever have to wear a mask I’ll go all the way out and be frantically cleaning around me and extending a measuring tape to illustrate how ridiculous this whole pathetic fairy tale is!A killer virus that knows when to kill you (not while you eat @ restaurants!),1
"*Update on Coronavirus* there are over 5,305,957 confirmed cases of coronavirus and 167,749 confirmed deaths. Please Stay safe my brothers and sisters resisters, this is not over by a long shot. For the protesters Wear a mask, social distance and tell others to do the same.",0
All hope was lost for this country in the 2016 election but wasn’t truly displayed how infected this country has become till this pandemic happened. ¿How is wearing a mask for the safety of others a political agenda? No comprendo🤒,0
"No it's called a 1.4% death rate from Covid does not necessitate wearing a mask. Ignorance is you think this virus is the black plague and people who know it's not very dangerous are ""selfish"".",1
People here in SJ just don’t mask. It’s crazy-making. People do not understand how this virus works at all. It’s an abysmal showing. Just dangerous.,0
I do not play when it comes to Stevie Nicks at all. If she can't sing again because dumbasses won't put a mask on and she gets COVID...,0
"Tonight we got a call that my grandma has COVID and probably wont make it through the night. I am begging everyone, PLEASE wear a mask so you don’t have to experience this kind of heartbreak.",0
"@shaunking When you are this full of excrement, which is worse, your covid mask breath or the smell of feces oozing from your skin?",2
"Bless your heart baby. You’re naive enough to believe wholeheartedly that the mask is about a virus and NOT a politically motivated attack on our freedoms. Is the virus real? Just as real as SARS, Swine flu and H1N1 and we NEVER shut down our country or wore masks.",1
"How to cope with a breakup during a pandemic:
1. Apply face mask (for your pores, not for speaking moistly)
2. Smoke a joint.
3. Cry until you can’t anymore.

I feel 2% better &amp; my skin is glowing. Thanks for coming to my TED talk.
#anxiety",2
"#Toronto #COVID19
https://t.co/bnW1dhZWIl Aug10

15,540;^8
1163dead
 
14 day rolling avg,&amp; new ^

🤬10-14 ^8
🤬9-14🤬Went up🤬  ^18
8-13 ^20🤬
7-13 ^10
6-15 ^12
5-18 ^21🤬
4-18 ^19🤬
3-18 ^12
2-20 ^19🤬
1-19 ^14
31-21 ^16
30-24 ^20🤬
29-26 ^17
28-27 ^19?
#Mask
#Masks
Mar17-Aug9👇",0
What routine data clean up??? The one where they just throw anyone into the Covid numbers?? Or the ones where they make up deaths?? Also how could there be an increase everyone is wearing masks now because they are mandatory.,1
"Because the sheep believe everything they are told. Voting by mail will be chaos. Just go out and vote. Stop being sheep. If you feel unsafe due to COVID 19, wear your mask.",0
"Hi Dan, A question from a concerned Victorian. When are the hazardous bins being deployed across Melbourne for the disposing of gloves and face masks? with the virus being so serious and contagious, I would expect this. Thanks",2
my aunt refusing to wear a mask cause she doesn’t want to scar her kids for life umm katrina what’s gonna scar them more is if one of them dies from covid someone come remove the worm from this woman’s brain,0
